Unnamed: 0,CompanyName,RevenueRangeUSDm,NumberOfEmployees,TotalFundRaisedUSDm,NumberOfFundingRounds,CurrentValuationUSDm,RoundType,FundingStatus,NumberOfInvestors,GlobalTrafficRank,Source,City,Country,Area,AlsoKnownAs,EoYArea,InvestorsOrganization,InvestorsPerson,State,UID,ZipCode,permalink
13348,NOVI,,11 - 50,0.139826,1,0.139826,venture_unknown,Late Stage Venture,,,crunchbase,Naas,Ireland,UK&I,,,,,Kildare,a82cd727ca5a468cbec7913208ee09eb,,novi-09eb
13349,Metropolitan Stock Exchange of India,,251 - 500,32.312875,1,32.312875,venture_unknown,Late Stage Venture,4.0,,crunchbase,Mumbai,India,India,,,Rosy Blue Securities;IL&FS Trust Capital,"Jhunjhunwala, Rakesh;Damani, Radhakrishan",Maharashtra,43898b0aaf0647548d39b3cbb51d34a7,,metropolitan-stock-exchange-of-india
13350,Terapede,,,0.0,2,0.0,venture_unknown,Late Stage Venture,1.0,,crunchbase,Campbell,United States,US-West,,Northern California,Samsung NEXT,,California,edfb13ef754949619ace807305339c1c,95008,terapede
13351,The Action Network,,51 - 100,17.5,2,17.5,venture_b,Early Stage Venture,3.0,,crunchbase,New York,United States,,,,BITKRAFT Esports Ventures;Fertitta Capital;The Chernin Group,,New York,bd2cf5184bf1461084d28c40a1bd6a02,,the-action-network
13352,Spatial,,1 - 10,22.3,5,14.0,venture_a,Early Stage Venture,11.0,,crunchbase,New York,United States,,"['SpatialXR', 'Spatial Systems']",,Baidu Ventures;Lerer Hippeau;White Star Capital;Samsung NEXT;Leaders Fund;Kakao Ventures;Inovia Capital;Expa,"Hertzfeld, Andy;Krieger, Mike;Pincus, Mark",New York,42c918eff81b4fffb14c3b5a625a7213,,spatial-7213
13353,Mgeek,,,0.0,1,0.0,venture_a,Early Stage Venture,1.0,,crunchbase,Beijing,China,Greater China,,,Tenglong,,Beijing,4f2a48d774204f43abb57a721ee1610a,,mgeek
13354,Vakati Group's,,251 - 500,0.044052,1,0.190893,venture_a,Early Stage Venture,1.0,,crunchbase,Nellore,India,India,,,,"Vakati, Ravichandra Reddy",Andhra Pradesh,d7e0aa50790f430b87159f425d783259,524101,vakati
13355,LifeLink,,11 - 50,7.5,2,4.0,venture_a,Early Stage Venture,2.0,,crunchbase,Oakland,United States,US-West,,Northern California,RSL;Primera Capital,,California,454e72d025ec4a2dbeb1c693de9fc5f1,94612,lifelink
13356,RADAR,,11 - 50,16.0,4,16.0,venture_a,Early Stage Venture,7.0,,crunchbase,New York,United States,,,,NTT DOCOMO Ventures;Align Ventures;Beanstalk Ventures;Colle Capital Partners;Sound Ventures;Pathfinder;Novel TMT Ventures,,New York,d82940824227408fa887a056e6305bbc,,goradar
13357,AutoX,,,160.059879,5,0.0,venture_b,Early Stage Venture,3.0,,crunchbase,San Jose,United States,,,,Hongzhao Fund;Shenzhen IMT Industry Group;ChaoShan Ziben,,California,31288e1beccf405fb30951233378ac12,,autox-ac12
13358,Engenie,,1 - 10,1.988483,2,0.0,venture_a,Early Stage Venture,1.0,,crunchbase,London,United Kingdom,UK&I,,,Earlymarket,,England,374815f5326d4036b544828b77d92cd7,,engenie
13359,Cheetay,,501 - 1000,9.8,3,7.8,venture_a,Early Stage Venture,,,crunchbase,Lahore,Pakistan,MENA,,,,,Punjab,7bbeddc7d94443fe9e7a718d2692f3aa,,cheetay
13360,Trolex,,101 - 250,1.325655,1,1.325655,venture_unknown,Late Stage Venture,1.0,,crunchbase,Stockport,United Kingdom,UK&I,['1959'],,Finance Birmingham,,Stockport,edc4f55e78d74e69a078a58a7e1f58f7,,trolex
13361,Ivy Mobility,,251 - 500,0.0,1,0.0,venture_a,Early Stage Venture,,,crunchbase,Singapore,Singapore,Asean,,,,,Central Region,ad61a32cc2174a5aa2e852d406e85ca3, 018983,ivy-mobility-inc
13362,Silk Technologies,,11 - 50,17.2,2,6.2,venture_b,Early Stage Venture,1.0,,crunchbase,Plymouth,United States,,,,Skyview Capital,,Minnesota,4ce42deea7c54f9cb3159735e1270853,MN 55447,silk-technologies
13363,ICW,,11 - 50,4.0843,4,2.52,venture_a,Early Stage Venture,2.0,,crunchbase,Kowloon City,Hong Kong,Greater China,['International Compliance Workshop'],,MindWorks Capital;Innovation and Technology Venture Fund,,Kowloon,2b323568b6fa4114be70490edf8f46d2,,ic-workshop
13364,Most Mobile and Sensory Technology,,1 - 10,1.573111,1,1.573111,venture_unknown,Late Stage Venture,1.0,,crunchbase,Stockholm,Sweden,Nordics,,,Knife Capital,,Stockholms Lan,14b31fc48efa4ea595e76745e2dd7f60,,most-mobile-and-sensory-technology
13365,Annoroad,,501 - 1000,105.497155,4,105.497155,venture_c,Late Stage Venture,4.0,,crunchbase,Beijing,China,Greater China,"[' 安诺优达', 'Annuo Youda', '安诺优达基因科技(北京)有限公司']",,SAIF Partners;ShenZhen GTJA Investment Group;SBCVC;Ping An Ventures,,Beijing,c1b44d7733d5483fb36280638e1abbc7,100176,annoroad
13366,Nreal,,51 - 100,31.0,3,16.0,venture_a,Early Stage Venture,4.0,,crunchbase,Beijing,China,Greater China,['太若科技'],,Shunwei Capital;Everbright;iQiyi;China Growth Capital | CGC,,Beijing,1bb659a4d1ea4560805208be8eb26bf9,,nreal-ai
13367,Aimon,,,7.6,2,0.0,venture_c,Late Stage Venture,3.0,,crunchbase,Shanghai,China,Greater China,"['艾漫', 'Aiman']",,miHoYo;Volcanics Venture;Houde Qianhai Fund,,Shanghai,c644289e1ba14c52b5dfb70ef113bbf5,,aimon
13368,Moonfare,,51 - 100,28.0,1,28.0,venture_unknown,Late Stage Venture,3.0,,crunchbase,Berlin,Germany,GSA,,,,"Reidel, Jens;Ebeling, Thomas;Kraft, Henrik",Berlin,0bf6d7e45e02428ba0ed2a133cb58593,10178,moonfare
13369,Cikers Sports,,,7.9,2,0.3,venture_unknown,Late Stage Venture,3.0,,crunchbase,Beijing,China,Greater China,,,FH Capital;Sea of Stars Capital;Innoangel Fund,,Beijing,b041a57ef5bb4dce98f280a3bb195501,,cikers-sports
13370,Ferroelectric Memory Company,,1 - 10,0.08086499999999999,3,0.0,venture_a,Early Stage Venture,1.0,,crunchbase,Dresden,Germany,GSA,['FMC'],,eCAPITAL ENTREPRENEURIAL PARTNERS,,Sachsen,462c233fe1a941519e82f09c4d7f6dd7,01187,ferroelectric-memory-company
13371,Alfilo Brands,,51 - 100,23.6,3,16.0,venture_a,Early Stage Venture,3.0,,crunchbase,Shanghai,China,Greater China,"['ALFILO', '品源文华', '上海品源文华市场营销有限公司', 'Pinyuan Wenhua']",,Two Point O Fund;Zephyr Management;Sequoia Capital China,,Shanghai,88d6bd9142af40d6992d4270cf902977,"
200086",alfilo
13372,Light Theto,,,38.572798,4,14.0,venture_b,Early Stage Venture,3.0,,crunchbase,Beijing,China,Greater China,"['Reinlight', '北京驭光科技发展有限公司', '驭光光电', '驭光科技', 'Yuguang Keji', 'Light Theto Beijing Science and Technology Development Co']",,Cathay Capital;China Merchants Venture;Lenovo Capital and Incubator Group (LCIG),,Beijing,81eb24faf4f24f8ab47cce3e67210cb3,,light-theto-beijing-science-and-technology-development-co
13373,Zhuiyi Technology,,,61.6,3,41.0,venture_c,Late Stage Venture,5.0,,crunchbase,Shenzhen,China,Greater China,['追一科技'],,Gaorong Capital;China Merchants Capital;Sinovation Ventures;GGV Capital;Morningside Venture Capital,,Guangdong,dd3362d33b1040cf99a0ad0f95f6fd71,518052,zhuiyi-technology
13374,Princeton Infrared Technologies,,1 - 10,3.999194,2,1.149194,venture_unknown,Late Stage Venture,,,crunchbase,Monmouth Junction,United States,,,,,,New Jersey,7ca6b4f5fed540ecb60ebddae4e4b333,,princeton-infrared-technologies
13375,Hims,,101 - 250,197.0,7,1100.0,venture_c,Late Stage Venture,9.0,,crunchbase,San Francisco,United States,,,,7 Global Capital;Counterpart Advisors;Redpoint;8VC;Founders Fund;SV Angel;Maverick Capital;Forerunner Ventures,"Widrick, Kyle",California,69301a349d7c4a7ca47ebd117edb87d7,,hims
13376,Maria Empanada,,,3.5,1,3.5,venture_a,Early Stage Venture,1.0,,crunchbase,Denver,United States,US-West,,Mountain Desert,The Colorado Impact Fund,,Colorado,bcebb2e33bff43f98a1288001983180a, 80210,maria-empanada
13377,SDL Group,,,19.996525,2,4.207574,venture_unknown,Late Stage Venture,1.0,,crunchbase,Nottingham,United Kingdom,UK&I,['Shepherd Direct'],,Business Growth Fund,,Nottingham,386ac50d2b45432989cb5eb3a7ff4f45,"NG9 6RZ

",sdl-group
13378,BrainQ,,1 - 10,8.883303999999997,2,8.8,venture_unknown,Late Stage Venture,5.0,,crunchbase,Jerusalem,Israel,Israel,,,OurCrowd;Qure Ventures;IT Farm;Norma Investment,"Gross, Amir",Yerushalayim,d5beb9a2187f45fb8b20c3466b89f714,,brainq
13379,BenchSci,,51 - 100,44.636612,7,22.0,venture_b,Early Stage Venture,6.0,,crunchbase,Toronto,Canada,Canada,,,F-Prime Capital;Inovia Capital;Real Ventures;Golden Ventures;Northleaf Capital Partners;Gradient Ventures,,Ontario,bac08682cdd64ef58ef2b27420eb5c94,M6G 1A9,benchsci
13380,Heatworks,,11 - 50,10.3,8,2.0,venture_unknown,Late Stage Venture,,,crunchbase,Mount Pleasant,United States,US-Central,,"Southeast (Alabama, Carolinas, Georgia, Tennessee)",,,South Carolina,3bc398d8ece243daa7fcbddf5a5dad68,29466,myheatworks
13381,Automation Hero,,11 - 50,19.0,2,14.5,venture_a,Early Stage Venture,3.0,,crunchbase,San Francisco,United States,,['SalesHero'],,Baidu Ventures;Cherry Ventures;Atomico,,California,e879243171cc43cf9c998b88ad366316,,saleshero-inc
13382,Rightway Healthcare,,51 - 100,30.0,3,20.0,venture_b,Early Stage Venture,1.0,,crunchbase,New York,United States,US-East,,New York,Thrive Capital,,New York,6edfb877cf744a878a8f0eb9b521ed9d,10001,rightway-healthcare
13383,Ranger Health,,,10.0,1,10.0,venture_a,Early Stage Venture,1.0,,crunchbase,San Antonio,United States,,,,Holt Ventures,,Texas,004481b75a5a419699e00a11d7a6d43c,,ranger-health
13384,The Social Lender,,,0.039124,2,0.0,venture_unknown,Late Stage Venture,1.0,,crunchbase,Milan,Italy,Mediterranean,,,Creative Thinking Ventures,,Lombardia,a641e8969d0943689caaf734a20743a6,20125,the-social-lender
13385,Petrics Health & Nutrition Application,,1 - 10,0.652458,1,0.652458,venture_unknown,Late Stage Venture,,,crunchbase,Wilmington,United States,,,,,,North Carolina,bcf816b171d8456cadc80c14915ca5bd,,petrics-health-nutrition-application
13386,Emergence Incubator,,,3.8,1,3.8,venture_unknown,Late Stage Venture,,,crunchbase,Charlottetown,Canada,Canada,,,,,Prince Edward Island,f17f3c8594e24f6e94262a051335df49,C1A 8R8,emergence-incubator
13387,BSynchro,,,5.0,2,1.0,venture_b,Early Stage Venture,2.0,,crunchbase,Beirut,Lebanon,MENA,,,BeryTech Fund;Phoenician Funds,,Beyrouth,d449fd62c34540e1aededc0749c29870,,bsynchro
13388,HalaPlay Technologies,,1 - 10,5.515796,2,5.515796,venture_a,Early Stage Venture,2.0,,crunchbase,Bangalore,India,India,,,Kae Capital;Nazara Technologies,,Karnataka,4292811d25984649b93be61c8192a616,,halaplay-technologies
13389,GIZTIX,,11 - 50,1.9,2,1.65,venture_a,Early Stage Venture,3.0,,crunchbase,Bangkok,Thailand,Asean,['GIZTIX'],,Wavemaker Partners;AddVentures by SCG;500 TukTuks,,Krung Thep,61fb59791ff04a1886b0cabe5c82fe61,,giztix
13390,cheche365.com,,,46.302141,4,30.142044,venture_b,Early Stage Venture,3.0,,crunchbase,Beijing,China,Greater China,"['车车', 'Che Che', '北京车与车科技有限公司']",,CBC Capital;China Capital Group;Shunwei Capital,,Beijing,f3ec146d0f2d4a459ba9b987b58d0f66,100107,cheche365-com
13391,Balaan,,,0.0,2,0.0,venture_a,Early Stage Venture,,,crunchbase,Seoul,South Korea,Korea,,,,,Seoul-t'ukpyolsi,367013254ec24ca4a43bf3fe7742bc1d,,balaan
13392,Meiweishenghuo (Delicious Life),,,4.5,1,4.5,venture_a,Early Stage Venture,4.0,,crunchbase,Beijing,China,Greater China,['Delicious Life'],,K2VC;GGV Capital;ZhenFund;Matrix Partners China,,Beijing,f54a4834d032484c8690ea7a5e0aca9d,,meiweishenghuo
13393,Zhaoliangji.com,,,10.0,2,10.0,venture_a,Early Stage Venture,3.0,,crunchbase,Shenzhen,China,Greater China,,,Redstone Capital;Qianhai Fund of Funds;Oriental Fortune Capital,,Guangdong,8521d41827cd4b639bd9e9a3bf67cd2f,,zhaoliangji-com
13394,Tevaluewise,,,0.0,2,0.0,venture_a,Early Stage Venture,1.0,,crunchbase,Seoul,South Korea,Korea,"['starteacher', '별별선생']",,Kakao Ventures,,Seoul-t'ukpyolsi,d57d3193672b4608a258ecddd1dbb424,,tevaluewise
13395,Love Tennis,,,2.893393,3,0.0,venture_b,Early Stage Venture,1.0,,crunchbase,Beijing,China,Greater China,['好动网球'],,Cherubic Ventures,,Beijing,7b3b3457cb244e0a8edbe420f0af0dd0,,love-tennis
13396,SIKAD,,1 - 10,0.0,1,0.0,venture_unknown,Late Stage Venture,1.0,,crunchbase,,,,"['Sistem Akademik, Panji Poenakawan']",,Pegasus Tech Ventures,,,e6f0662350364d3ca25eaf7b1f6f65b5,,sikad
13397,Ahum,,,0.814301,1,0.814301,venture_unknown,Late Stage Venture,2.0,,crunchbase,Stockholm,Sweden,Nordics,,,Almi Invest;Schibsted Growth,,Stockholms Lan,af821e9d1f3b4cd9b19f5745682e947f,,ahum
13398,Dashl,,,1.878227,2,1.342128,venture_a,Early Stage Venture,2.0,,crunchbase,Stockholm,Sweden,Nordics,,,H&M CO:LAB,"Stenbeck, Cristina",Stockholms Lan,011afa28547e468cb021ae5b93f23b1c,,dashl
13399,Swiftr,,1 - 10,0.913846,2,0.913846,venture_unknown,Late Stage Venture,1.0,,crunchbase,Stockholm,Sweden,Nordics,['Swiftr - framtidens gymkort'],,,"Stenbeck, Cristina",Stockholms Lan,315c7317c99145ef867cb6882cc7b3c5,,swiftr
13400,Wetail,,1 - 10,0.0,1,0.0,venture_unknown,Late Stage Venture,1.0,,crunchbase,Stockholm,Sweden,Nordics,,,Wellstreet,,Stockholms Lan,c878ca8abe274b0ebfc70efe02248e93,111 43 ,wetail
13401,Mumms Software,,101 - 250,0.0,1,0.0,venture_unknown,Late Stage Venture,1.0,,crunchbase,New Orleans,United States,,,,Callais Capital Management,,Louisiana,22799a064d814639b0e55065cc713581,,mumms-software
13402,Brat,,11 - 50,42.5,3,30.0,venture_b,Early Stage Venture,5.0,,crunchbase,New York,United States,US-East,,New York,A.Capital Ventures;M Ventures;Anchorage Capital Group L.L.C.;MGM Studios;Critical Content,,New York,01624880502d4ccb8150d64ed56a4e28,10012,brat
13403,4stop,,11 - 50,2.801821,1,2.801821,venture_a,Early Stage Venture,1.0,,crunchbase,Cologne,Germany,GSA,,,Ventech,,Nordrhein-Westfalen,e8f65ef94e974bec9ce17bde5d3eb36b,50670,4stop
13404,Tsunami XR,,11 - 50,30.695679,2,25.351703,venture_unknown,Late Stage Venture,3.0,,crunchbase,Del Mar,United States,US-West,,Pacific Southwest (Orange County and San Diego),,"Still, George;Duffield, Dave;Dorman, David",California,2befbb6e56234b43a4e4593f2718973b,92014,tsunami-vr
13405,Kwiff,,11 - 50,0.0,3,0.0,venture_unknown,Late Stage Venture,,,crunchbase,London,United Kingdom,UK&I,"[' Spryme Limited', 'Eaton Gate Gaming']",,,,England,92eb13f8883d4f9ea583dfc3a60cf601,ATD9012,kwiff
13406,Cedar,,51 - 100,49.0,2,36.0,venture_b,Early Stage Venture,7.0,,crunchbase,New York,United States,US-East,"['Cedar Inc. ', 'Cedar Cares']",New York,Lakestar;Thrive Capital;Kinnevik AB;Sound Ventures;Founders Fund,"Turner, Nat;Systrom, Kevin",New York,cb7ba5d391fe40ed8ac1269f34a10db2,10012,cedar-0db2
13407,OTO Systems,,11 - 50,5.3,4,0.0,venture_unknown,Late Stage Venture,1.0,,crunchbase,New York,United States,,"['OTO.ai', 'OTO']",,AKITUA,,New York,801086f480b349e4a3b5a88f498d5283,,oto-systems-inc
13408,Eat Your Coffee,,1 - 10,2.5,2,2.5,venture_unknown,Late Stage Venture,2.0,,crunchbase,Boston,United States,US-East,,New England,Stray Dog Capital;Axle Capital,,Massachusetts,e3de8a0f52d94da5b8336d6a618325dc, 02115,eat-your-coffee
13409,CREDIT CLEAR,,11 - 50,8.5,1,8.5,venture_a,Early Stage Venture,3.0,,crunchbase,Southbank,Australia,Oceania,,,Bell Potter;Regal Funds Management,"Waislitz, Alex",Victoria,557ef6edfd4b4980958e50507921a62b,,credit-clear
13410,Phoenix Travel Worldwide,,251 - 500,121.322453,3,105.410574,venture_c,Late Stage Venture,7.0,,crunchbase,Beijing,China,Greater China,"['凤凰旅游', 'Fenghuang Luyou', '北京凤凰假期国际旅行社有限公司', '51tour']",,Juyuan Capital;Silk Road Huachuang;Legend Holdings;Legend Capital;Yonghua Capital;Haier Capital;CITIC Capital Holdings,,Beijing,0b851f49f4354fe9a5ad902fccf7e406,,phoenix-travel-group
13411,AnchorDx,,51 - 100,28.0,2,28.0,venture_b,Early Stage Venture,6.0,,crunchbase,Guangzhou,China,Greater China,"['Guangzhou Baseline Medical', '基准医疗', '广州市基准医疗有限责任公司']",,6 Dimensions Capital;WuXi AppTec;Sijia Jianxin Fund;KingMed Diagnostics;Marathon Venture Partners;ARCH Venture Partners,,Guangdong,82672e2acfe04f3d94553da958a73693,,anchordx
13412,Mcity,,,11.0,1,11.0,venture_unknown,Late Stage Venture,11.0,,crunchbase,Ann Arbor,United States,,,,Delphi;General Motors;Toyota USA;LG Electronics;Honda Motor;State Farm Insurance;Econolite;Denso;Ford Motor Company;Verizon Wireless;Intel Corporation (UK),,Michigan,b2fa406ee0ea4943a61ff35b335c1cc5,,mcity
13413,Enleofen Bio Pte Ltd,,,0.0,1,0.0,venture_a,Early Stage Venture,1.0,,crunchbase,Singapore,Singapore,Asean,,,Goodman Capital,,Central Region,9c6e43252c034c6d83d75d340ec8cc4a,,enleofen-bio-pte-ltd
13414,Gambling.com Group,,101 - 250,15.5,1,15.5,venture_unknown,Late Stage Venture,1.0,,crunchbase,Valletta,Malta,CESA,['KAX Media'],,Edison Partners,,NA - Malta,2f2df0d42ebf4b93bfdde3996630721e,VLT1165,gambling-721e
13415,Logiciel,,11 - 50,0.1,1,0.1,venture_unknown,Late Stage Venture,1.0,,crunchbase,Ghana,Nigeria,Africa,['Logiciel Ghana'],,Usawa Venture Capital,,Ebonyi,3cdd521cfa8f4061a9325bd2d8c034a9,,logiciel
13416,Huibaoche.com,,,39.0,1,39.0,venture_a,Early Stage Venture,,,crunchbase,Shanghai,China,Greater China,['Shanghai Hui Bao Data Technology'],,,,Shanghai,477988e540a9431d9a7757933d4a5241,,huibaoche-com
13417,Voycer,,11 - 50,8.915962,7,1.248115,venture_unknown,Late Stage Venture,,,crunchbase,Munich,Germany,GSA,,,,,Bayern,2b52104f0bef4a3a8591ee122e03b87d,81669,voycer-ag
13418,Ulandian.com,,,5.82,2,2.82,venture_a,Early Stage Venture,,,crunchbase,Xiamen,China,Greater China,"['厦门市蓝尚信息科技有限公司', '蓝店']",,,,Fujian,876758d1f4ec4f6e9dccb38cbb2f3918,361009,ulandian-com
13419,Longmao Data,,51 - 100,9.719747,2,4.719747,venture_unknown,Late Stage Venture,2.0,,crunchbase,Beijing,China,Greater China,['Longmao Software'],,GSR Ventures;Korea Investment Partners,,Beijing,3ab51c419745441aa75d5efd4b7a49d6,,longmao-data
13420,Qimingpian,,,7.5,1,7.5,venture_a,Early Stage Venture,3.0,,crunchbase,Beijing,China,Greater China,"['Beijing Enterprises Card Technology', 'Corporate Card']",,Taoshi Capital;Chuxin Capital;Morningside Venture Capital,,Beijing,08ae3adf2568418a9f82a66c01b52073,,qimingpian
13421,dashdash,,11 - 50,9.0,2,8.0,venture_a,Early Stage Venture,4.0,,crunchbase,Berlin,Germany,GSA,,,Cherry Ventures;Accel;Atlantic Labs,"Jahn, Felix",Berlin,e365633f978b4209a4bd918a515d9cb8,10407,dashdash
13422,Pi-Crystal,,,3.181009,2,3.181009,venture_unknown,Late Stage Venture,1.0,,crunchbase,Kashiwa,Japan,Japan,,,Osaka University Venture Capital,,Chiba,7a157a02fdd54d65855c40a37f2b2c48,277-0882,pi-crystal
13423,EOC Pharma Group,,,103.02979,2,71.02979,venture_c,Late Stage Venture,3.0,,crunchbase,Shanghai,China,Greater China,,,TF Capital;Tigermed;Yingke Capital,,Shanghai,1e1d44957c88482186975ceb5ca774c9,200072,eoc-pharma-group
13424,Dang Foods,,,4.0,1,4.0,venture_a,Early Stage Venture,1.0,,crunchbase,Berkeley,United States,,,,Sonoma Brands,,California,41a77cc615434b86956141f1d356cc28,,dang-foods
13425,CarPay-Diem,,1 - 10,2.047948,2,1.485724,venture_unknown,Late Stage Venture,,,crunchbase,Mamer,Luxembourg,WEM,,,,,Luxembourg,254efbf7ef864357890e8fd75f1ada3b,L-8245,carpay-diem
13426,RecargaPay,,51 - 100,62.1,5,22.0,venture_b,Early Stage Venture,6.0,,crunchbase,São Paulo,Brazil,Latam South,,,TheVentureCity Fund;Ventech;IFC Venture Capital Group;DN Capital;ATW Partners;FJ Labs,,Sao Paulo,a22adbbed8f9493dac8ec41c2c4b8ae3,,recargapay
13427,Melanoma Research Alliance,,1 - 10,40.0,2,20.0,venture_unknown,Late Stage Venture,,,crunchbase,Washington,United States,,['MRA'],,,,District of Columbia,88c3995802344c3cbfce558de246554f,,melanoma-research-alliance
13428,Neuron Mobility,,1 - 10,22.156575,2,18.5,venture_a,Early Stage Venture,5.0,,crunchbase,Singapore,Singapore,Asean,['Neuron'],,Didi Chuxing;Square Peg Capital;GSR Ventures;SeedPlus;Seeds Capital,,Central Region,86eebe687f684b47ab51dd75da90a378,577177,neuron-moiblity-pte-ltd
13429,Heyday,,11 - 50,11.0,3,11.0,venture_a,Early Stage Venture,5.0,,crunchbase,Nyack,United States,,,,Brainchild Holdings;M3 Ventures;Fifth Wall;CircleUp Growth Partners;Lerer Hippeau,,New York,af20349f15424b7cbb2a96cce6375825,,heyday-5825
13430,Moneybrain,,11 - 50,1.8,1,1.8,venture_a,Early Stage Venture,,,crunchbase,Seoul,South Korea,Korea,,,,,Seoul-t'ukpyolsi,641c23ec864a45339324c79b28798db0,06699,moneybrain
13431,Powerful,,1 - 10,9.0,4,5.0,venture_unknown,Late Stage Venture,1.0,,crunchbase,Miami,United States,,,,MMG Consumer Brands,,Florida,fbf11dbc07a648fe99fd466c0c9535af,,powerful
13432,Alilo,,,15.0,1,15.0,venture_a,Early Stage Venture,1.0,,crunchbase,Shenzhen,China,Greater China,,,Fosun RZ Capital,,Guangdong,a04d538e9f9a43129fd62e32df270a49,,alilo
13433,WeShine,,,0.0,3,0.0,venture_b,Early Stage Venture,4.0,,crunchbase,Beijing,China,Greater China,"['闪萌', 'Shanmeng']",,Volcanics Venture;Legend Capital;UnityVC;DCM Ventures,,Beijing,448244dbe5e34624baf887d9220a5f77,,weshine
13434,School of Hospitality India,,,3.881671,1,3.881671,venture_a,Early Stage Venture,1.0,,crunchbase,Gurgaon,India,India,,,,"Keswani, Patanjali",Haryana,e53ee4a4c78049c7a23d2d09c654ab9b,,school-of-hospitality-india
13435,Tianjin Smate Technology,,,1.452,2,1.452,venture_a,Early Stage Venture,2.0,,crunchbase,Haidian,China,Greater China,,,Zhencheng Capital;Blue Lake Capital AG,,Beijing,951294d1f22d4e6a8299305beeb57e9e,,tianjin-smate-technology
13436,Pinpianyi,,,19.424159,3,14.624159,venture_a,Early Stage Venture,1.0,,crunchbase,Hangzhou,China,Greater China,,,QF Capital,,Zhejiang,e807d7c9d4ee433e8d06f9bb15a78005,,pinpianyi
13437,The Lakes Distillery,,11 - 50,12.492524,3,5.541951,venture_unknown,Late Stage Venture,1.0,,crunchbase,Wales,United Kingdom,UK&I,,,Comhar Capital,,Cumbria,ab4c4dddb46a44169922752006ed62f2,CA13 9SJ,the-lakes-distillery
13438,MyOffer,,,2.9,2,2.9,venture_b,Early Stage Venture,1.0,,crunchbase,London,United Kingdom,UK&I,,,Spark Ventures,,England,06447debf993418c94d182ebb63a124d,EC4N 6AE,myoffer
13439,Used By,,,0.553759,1,1.845864,venture_unknown,Late Stage Venture,1.0,,crunchbase,Stockholm,Sweden,Nordics,,,,"Batljan, Ilija",Stockholms Lan,3bf3782b0c87428fb2c3873b27f79938,114 30 ,used-by
13440,Hypercharge,,11 - 50,0.270772,2,0.0,venture_c,Late Stage Venture,,,crunchbase,Lisboa,Portugal,Mediterranean,['xpower'],,,,Lisboa,5f5f70586e1e4b9689ba8aa067c361bb,1100-415,hypercharge
13441,MITRA,,101 - 250,5.251,5,1.231,venture_b,Early Stage Venture,1.0,,crunchbase,Mumbai,India,India,,,Mahindra Group,,Maharashtra,dcab096af84f44438c444f5a26fcc3c9,,m-i-t-r-a
13442,Alcatraz AI,,11 - 50,5.8,3,0.0,venture_unknown,Late Stage Venture,5.0,,crunchbase,Palo Alto,United States,US-West,,Northern California,Hemi Ventures;Ruvento;JCI Ventures;Hardware Club,"Stata, Ray",California,5bbdc03ef96846afa01de825a359f4c1,94301,alcatraz
13443,SendGold,,,0.0,5,0.0,venture_unknown,Late Stage Venture,1.0,,crunchbase,Sydney,Australia,Oceania,['Mobile Assets'],,E.L. & C. Baillieu,,New South Wales,f846b5e7d4f74ab9931c67f03fbe054f,,sendgold
13444,Fortuna Fix,,,25.0,1,25.0,venture_b,Early Stage Venture,2.0,,crunchbase,London,United Kingdom,UK&I,,,Amgen Ventures;Salamander Invest AS,,England,6e62b7455fe84a96b4ccd310907012ac,,fortuna-fix
13445,ReNetX Bio,,,7.0,2,0.0,venture_a,Early Stage Venture,2.0,,crunchbase,New Haven,United States,,,,Connecticut Innovations;Spring Mountain Capital,,Connecticut,9ad224ef975d48a892baf9357571d873,CT 06510,renetx-bio
13446,Cannalysis,,1 - 10,23.6,2,22.6,venture_a,Early Stage Venture,1.0,,crunchbase,Santa Ana,United States,,,,CanLab,,California,f736e6193adc481a9563c952ffe6c200,,cannalysis
13447,Jinying Technology,,,50.012434000000006,2,40.0,venture_b,Early Stage Venture,4.0,,crunchbase,Beijing,China,Greater China,"['金影科技', 'Jinying Keji', '火星小说', 'Huoxing Xiaoshuo', '北京金影科技有限公司']",,SIG China (SIG Asia Investments);YF Capital;Fosun International;Xiaomi,,Beijing,05adf32571b64097bc694eaac9c3913d,,jinying-technology
13448,Rollick,,,13.9,2,8.3,venture_a,Early Stage Venture,6.0,,crunchbase,Austin,United States,,,,Anthem Venture Partners;Silverton Partners;Capital Factory;LiveOak Venture Partners;Autotech Ventures;ManchesterStory Group,,Texas,911a500911c640d6894cd347e92bf011,,rollick-f011
13449,Tristar Transport,,10001 - 1000000,100.0,1,100.0,venture_unknown,Late Stage Venture,1.0,,crunchbase,Dubai,United Arab Emirates,MENA,,,GIC,,Dubai,89a2ff20449e431a9f1bbb3a225dcf74,51328,tristar-transport
13450,Mike's Hot Honey,,1 - 10,2.0,1,2.0,venture_a,Early Stage Venture,1.0,,crunchbase,Brooklyn,United States,,,,Fifth Down Capital,,New York,3afed49a7d20473a8ce1f5173bd28245,,mike-s-hot-honey
13451,StickEarn,,1 - 10,6.5,2,5.5,venture_a,Early Stage Venture,5.0,,crunchbase,Jakarta Pusat,Indonesia,Asean,,,OVO Fund;Grab;SMDV;Agaeti Venture Capital;East Ventures,,Jakarta Raya,9076b09619b1498b94108683230cc69d,10510,stickearn
