Unnamed: 0,CompanyName,RevenueRangeUSDm,NumberOfEmployees,TotalFundRaisedUSDm,NumberOfFundingRounds,CurrentValuationUSDm,RoundType,FundingStatus,NumberOfInvestors,GlobalTrafficRank,Source,City,Country,Area,AlsoKnownAs,EoYArea,InvestorsOrganization,InvestorsPerson,State,UID,ZipCode,permalink
0,Prosper Marketplace,,251 - 500,415.455497,10,0.0,venture_unknown,Late Stage Venture,1.0,41559.0,crunchbase,San Francisco,United States,US-West,['Prosper'],Northern California,Eight Roads Ventures,,California,4c8d775450b1a1653dfea5d62877bbb6,94105,prosper
1,Zooomr,,101 - 250,0.05,2,0.0,venture_unknown,Late Stage Venture,1.0,4529777.0,crunchbase,San Francisco,United States,,,,Brand Labs,,California,750a84d378c78e3a970ff66e62626ff3,,zooomr
2,Partech,,101 - 250,0.0,1,0.0,venture_unknown,Late Stage Venture,1.0,1230592.0,crunchbase,Paris,France,WEM,['Partech Partners'],,L'Oreal,,Ile-de-France,7475db4336a9414df7a9b92b78bae47b,75008,partech
3,PBworks,,11 - 50,15.093711,9,1.749995,venture_unknown,Late Stage Venture,,28689.0,crunchbase,San Mateo,United States,US-West,['PBWIKI '],Northern California,,,California,0e1154acb634ed9a8760f121ae6ada61,94402,pbworks
4,Vast,,101 - 250,14.0,2,14.0,venture_b,Early Stage Venture,2.0,199681.0,crunchbase,San Francisco,United States,US-West,,Northern California,Capital One Growth Ventures,"Shergill, Jaidev",California,610de27555cbbcc9730a4d9b8923907a,94108,vast
5,Genius,,51 - 100,71.9,5,15.0,venture_unknown,Late Stage Venture,1.0,379.0,crunchbase,Brooklyn,United States,,"['Genius Media Group', 'Genius.com', 'Rap Genius']",,Everblue Management,,New York,22034eb9387ec9a4fb6f2838fe3d1987,,genius-com
6,DOmedia,,11 - 50,5.846489,3,3.0,venture_a,Early Stage Venture,2.0,3061204.0,crunchbase,Columbus,United States,US-Central,,East Central,Ohio Innovation Fund;Advantage Capital,,Ohio,2faf0cde35cd99f0e10868970b61c310,43215,domedia
7,Brightspark Ventures,,1 - 10,56.0,2,6.0,venture_unknown,Late Stage Venture,1.0,6184963.0,crunchbase,Montréal,Canada,Canada,,,Kensington Capital Partners Limited,,Quebec,485bb807c1728e1f437696ec121b2adc,H3B 0E7,brightspark-ventures
8,Rebtel,,51 - 100,28.0,2,8.0,venture_b,Early Stage Venture,2.0,80170.0,crunchbase,Stockholm,Sweden,Nordics,,,Balderton Capital;Index Ventures,,Stockholms Lan,8ad68725eea5fc6376586b8730ffeb85,11144,rebtel
9,Fandom,,251 - 500,145.44318,7,106.44318,venture_e,Late Stage Venture,1.0,59.0,crunchbase,San Francisco,United States,US-West,['Wikia'],Northern California,TPG Growth,,California,e84e93eaa32fcc22e3d8a44fe89764f8,94107,wikia
10,MindTouch,,101 - 250,12.0,1,12.0,venture_a,Early Stage Venture,3.0,1952395.0,crunchbase,San Diego,United States,US-West,,Pacific Southwest (Orange County and San Diego),PeakSpan Capital;SAP Startup Focus;SK Ventures,,California,9d065cf7f6190f424b98b4733c0fa26d,92101,mindtouch
11,MobiTV,,251 - 500,213.798999,9,50.0,venture_unknown,Late Stage Venture,3.0,1772920.0,crunchbase,Emeryville,United States,US-West,['Idetic'],Northern California,Ally Financial;Cedar Grove Investments;Oak Investment Partners,,California,89a3d976269586fb1e2bfa0e46517639,94608,mobitv
12,Zopa,,251 - 500,464.542302,10,167.860846,venture_h,Late Stage Venture,1.0,76043.0,crunchbase,London,United Kingdom,UK&I,,,IAG Capital Partners,,England,5856247991c5bcea5aeb80b3698a87f5,SE1 2QG,zopa
13,Ripl,,11 - 50,6.78,5,2.85,venture_unknown,Late Stage Venture,2.0,193959.0,crunchbase,Bellevue,United States,US-West,['f/k/a Fanzo'],Pacific Northwest,Alliance of Angels;Trilogy Equity Partners,,Washington,e7e62164a0b3e613b0df5a8c4ed821f9,98004,ripl
14,Zocdoc,,501 - 1000,223.0,7,0.0,venture_d,Late Stage Venture,1.0,11218.0,crunchbase,New York,United States,US-East,,New York,eBrands.vc,,New York,24d3bda648ffa9ad77379e090d686786,10012,zocdoc
15,Cubic Telecom,,101 - 250,122.378392,8,12.344857,venture_unknown,Late Stage Venture,1.0,953700.0,crunchbase,Dublin,Ireland,UK&I,,,Act Venture Capital,,Dublin,73f1c5ce0df89f47808fd85d8c8a7514,18,cubictelecom
16,HealthCare.com,,11 - 50,27.27,2,18.0,venture_b,Early Stage Venture,3.0,83696.0,crunchbase,Miami,United States,US-Central,,Florida,Axis Capital;Second Alpha Partners;CNO Financial Group,,Florida,f87be3eced9a1203e8c7b021c30a6f36,33127,healthcare-com
17,Kaltura,,501 - 1000,166.1,7,50.0,venture_f,Late Stage Venture,1.0,,crunchbase,New York,United States,US-East,,New York,Goldman Sachs,,New York,7dd26818843ad7921675b7dae4d2da2d,10003,kaltura
18,Punchbowl,,11 - 50,9.798482,7,4.0,venture_unknown,Late Stage Venture,1.0,19875.0,crunchbase,Framingham,United States,US-East,,New England,Party City,,Massachusetts,29652e3d09bd1e15f3c64848d49f68e3,01701,mypunchbowl
19,Moz,,101 - 250,29.1,3,130.0,venture_c,Late Stage Venture,1.0,17734.0,crunchbase,Seattle,United States,US-West,['SEOmoz'],Pacific Northwest,Foundry Group,,Washington,5421bcc86e4a925172bc982f5992589d,98101,moz
20,Trigence,,11 - 50,15.1,5,0.0,venture_c,Late Stage Venture,2.0,,crunchbase,Tokyo,Japan,Japan,,,Miyako Capital;Intel Capital,,Tokyo,b30012a9d09ed55cf2d16e0b779743db,101-0021,trigence
21,23andMe,,501 - 1000,786.073609,10,0.0,venture_f,Late Stage Venture,1.0,4069.0,crunchbase,Mountain View,United States,US-West,,Northern California,Nimble Ventures,,California,f93d65c711daf0850bddd54510f77a41,94041,23andme
22,Automattic,,1001 - 5000,617.3,8,3000.0,venture_d,Late Stage Venture,17.0,115189.0,crunchbase,San Francisco,United States,,,,Insight Partners;True Ventures;Radar Partners;ICONIQ Capital;Lowercase Capital;CNET Networks;Salesforce Ventures;The New York Times;eBrands.vc;Blacksmith Capital;Akkadian Ventures;Tiger Global Management;Savano Capital Partners,"Mullenweg, Matt;Sacca, Chris;Goldberg, Dave;Sheinbaum, Pete",California,190202d8f1acb380d224589e9ad79848,,automattic
23,Payoneer,,501 - 1000,270.0,10,0.0,venture_e,Late Stage Venture,1.0,6010.0,crunchbase,New York,United States,US-East,,New York,CBC Capital,,New York,b07f3c20ea159a59fdf283f6d2e9120e,10001,payoneer
24,tyntec,,101 - 250,0.0,4,0.0,venture_unknown,Late Stage Venture,1.0,781018.0,crunchbase,San Francisco,United States,US-West,,Northern California,Cipio Partners,,California,c026df0b49d18835015c60b0d192efe1,94105,tyntec
25,Ant Financial,,5001 - 10000,22000.0,4,150000.0,venture_c,Late Stage Venture,9.0,200168.0,crunchbase,Hangzhou,China,Greater China,"['Alipay', '支付宝', 'Ant Financial Services Group', '蚂蚁金服', 'Mayijin Fu']",,Warburg Pincus;The Carlyle Group;General Atlantic;Temasek Holdings;Wharton Alumni Angels;Sequoia Capital;Khazanah Nasional;Silver Lake Partners;GIC,,Zhejiang,74a20af3f4dd6188de60c4ee6cd0ca4a,310099,ant-financial
26,YourSports,,1 - 10,4.5,5,1.1,venture_unknown,Late Stage Venture,,1874154.0,crunchbase,San Mateo,United States,US-West,,Northern California,,,California,8b56df3eab8c48bdb1d4e663b3ee623b,94401,yoursports
27,uShip,,101 - 250,69.70999599999999,7,25.0,venture_d,Late Stage Venture,1.0,33728.0,crunchbase,Austin,United States,US-West,,Central Texas,DB Schenker,,Texas,a3c27b0181162fa4f60dd405f0960f89,78701,uship
28,RealSelf,,101 - 250,41.95,4,40.0,venture_b,Early Stage Venture,8.0,16203.0,crunchbase,Seattle,United States,US-West,,Pacific Northwest,Total Access Fund;Capital World Investors;Castor Ventures;Blue Ivy Ventures;Elephant;Green D Ventures;Chestnut Street Ventures;Alumni Ventures Group,,Washington,0131c0b9f01350f6e33e7d0067e80f71,98104,realself
29,Visto,,101 - 250,122.400002,8,0.0,venture_unknown,Late Stage Venture,1.0,13828461.0,crunchbase,New York,United States,US-East,"['Collective', 'Visto']",New York,Zeta Global,,New York,1ecf2a384eeef3e61bebca29ae956dce,10013,collectivemedia
30,VIX,,251 - 500,73.5,7,6.0,venture_unknown,Late Stage Venture,,3214.0,crunchbase,Coral Gables,United States,US-Central,"['Planeta Networks', 'Batanga Media']",Florida,,,Florida,a5c6b05ce4ed74b249f606611a0350a3,33134,batanga
31,eToro,,501 - 1000,222.7,10,50.0,venture_e,Late Stage Venture,2.0,2838.0,crunchbase,London,United Kingdom,UK&I,,,Bracket Capital;China Minsheng Financial Holdings,,England,ca17699b2f4991f458637216fc07a64e,E14 5AB,etoro
32,Deezer,,501 - 1000,531.773724,6,1158.553893,venture_f,Late Stage Venture,2.0,1672.0,crunchbase,Paris,France,WEM,['blogmusik'],,Orange;Kingdom Holding Company,,Ile-de-France,88ef95accde4ac9efe0629a167ba46ab,75009,deezer
33,italki,,1001 - 5000,3.0,1,3.0,venture_a,Early Stage Venture,1.0,9855.0,crunchbase,Kowloon City,Hong Kong,Greater China,['italki HK'],,Hujiang Education Technologies,,Kowloon,2db882cac2bf9bef99e14f8ec50009c9,,italki
34,iotum,,11 - 50,3.068521,3,0.41952,venture_unknown,Late Stage Venture,,16483531.0,crunchbase,Toronto,Canada,Canada,,,,,Ontario,79095a6f5767f4e762c942578b5156a4,M6C 1C3,iotum
35,Jellyvision,,251 - 500,25.0,2,20.0,venture_unknown,Late Stage Venture,1.0,1166407.0,crunchbase,Chicago,United States,US-Central,,Midwest,Updata Partners,,Illinois,684a7e013e7c84735040e5a1e7ff3b43,60642,jellyvision
36,LiquidPlanner,,101 - 250,17.426,7,2.0,venture_c,Late Stage Venture,1.0,152184.0,crunchbase,Seattle,United States,US-West,,Pacific Northwest,TVC Capital,,Washington,54366f22304f686cc1a29423845c5d8d,98102,liquidplanner
37,Autonet Mobile,,51 - 100,18.206787,6,0.5,venture_unknown,Late Stage Venture,,10484061.0,crunchbase,Santa Rosa,United States,US-West,,Northern California,,,California,766a1a544382c8033c73169905097047,95403,autonet-mobile
38,Sikka Software,,11 - 50,24.95,5,4.2,venture_d,Late Stage Venture,,1490405.0,crunchbase,San Jose,United States,US-West,,Northern California,,,California,e83aed75f8751e3980702de34aca78ed,95110,sikka-software
39,GumGum,,251 - 500,58.825,6,22.0,venture_d,Late Stage Venture,3.0,45093.0,crunchbase,Santa Monica,United States,US-West,,Greater Los Angeles,NewView Capital;Upfront Ventures;Morgan Stanley Expansion Capital,,California,b95c713106795d6ac2aca2ab801b6164,90401,gumgum
40,BuzzFeed,,1001 - 5000,496.3,8,1500.0,venture_g,Late Stage Venture,4.0,284.0,crunchbase,New York,United States,US-East,,New York,New Enterprise Associates;RRE Ventures;Hearst Ventures;NBCUniversal,,New York,ad4c44fa9ba08470cff1a574d5414886,10010,buzzfeed
41,Fnatic,,51 - 100,26.0,4,19.0,venture_a,Early Stage Venture,5.0,151179.0,crunchbase,London,United Kingdom,UK&I,,,Beringea;LVL1 Group;Unbound;BlackPine,"Ito, Joi",England,ab9658f68a436eadbfaa15c04e8da7bb,,fnatic
42,Tiny,,51 - 100,8.556999000000001,4,4.0,venture_a,Early Stage Venture,1.0,152064.0,crunchbase,Palo Alto,United States,US-West,"['Ephox', 'Moxiecode']",Northern California,BlueRun Ventures,,California,36388b032d318bb35018bd98d9a01b30,94303,ephox
43,Rocket Lawyer,,101 - 250,46.150818,5,0.0,venture_d,Late Stage Venture,1.0,14255.0,crunchbase,San Francisco,United States,US-West,,Northern California,Editions Lefebvre Sarrut,,California,bb63e3a54c7562195d7ff9d492cfcc6f,94105,rocketlawyer
44,FreshBooks,,251 - 500,75.11931700000002,3,45.119317,venture_b,Early Stage Venture,3.0,12705.0,crunchbase,Toronto,Canada,Canada,['2ndsite'],,Accomplice;Georgian Partners;Oak Investment Partners,,Ontario,a137c9b8a859adcf6f398d252821a34b,M6P 3T1,freshbooks
45,Kareo,,501 - 1000,163.188999,10,9.899,venture_unknown,Late Stage Venture,,18017.0,crunchbase,Irvine,United States,US-West,,Pacific Southwest (Orange County and San Diego),,,California,8d0ec3b1a41864ce49e7c2d2930b4a5e,92612,kareo
46,Innovid,,101 - 250,95.1,8,30.0,venture_e,Late Stage Venture,1.0,12457.0,crunchbase,New York,United States,US-East,,New York,Goldman Sachs Private Capital Investing,,New York,2f0a6ba69753857f3ca79103d8da9e6c,10003,innovid
47,Change.org,,251 - 500,72.0,5,30.0,venture_d,Late Stage Venture,3.0,820.0,crunchbase,San Francisco,United States,US-West,,Northern California,Greylock Partners;Y Combinator,"Gates, Bill",California,2fde40640dbe4fb678d9aa78ddcfd9f7,94103,change-org
48,Jivox,,51 - 100,46.4,7,9.0,venture_e,Late Stage Venture,3.0,30875.0,crunchbase,San Mateo,United States,US-West,,Northern California,You & Mr Jones Brandtech Ventures;Fortisure Ventures,"Nesamoney, Diaz",California,099972bbfb62dcd80e3ed4b9adeacb40,94404,jivox
49,Aria Systems,,101 - 250,180.3005,7,18.0,venture_f,Late Stage Venture,5.0,3358933.0,crunchbase,San Francisco,United States,US-West,,Northern California,"Venrock;Madison Bay Capital Partners;HWVP, Hummer Winblad Venture Partners;Rembrandt Venture Partners;InterWest Partners",,California,d7969aa421da432152475b21ede7dbfa,94111,aria-systems
50,LendKey Technologies,,51 - 100,44.727288,9,8.0,venture_c,Late Stage Venture,5.0,190549.0,crunchbase,New York,United States,US-East,['Fynanz'],New York,Updata Partners;DFJ;TTV Capital;North Atlantic Capital;Gotham Ventures,,New York,02075318237b5fdad8c352bac3bd12d6,10001,lendkey-technologies-inc
51,AnchorFree,,251 - 500,357.8,4,295.0,venture_unknown,Late Stage Venture,5.0,184850.0,crunchbase,Menlo Park,United States,US-West,,Northern California,SignalFire;Accel;WndrCo;8VC;Green Bay Ventures,,California,d709d18906b125d78a2ac735b0975f6c,94025,anchorfree
52,Total Server Solutions,,101 - 250,42.5,3,8.0,venture_b,Early Stage Venture,1.0,768285.0,crunchbase,Atlanta,United States,US-Central,,"Southeast (Alabama, Carolinas, Georgia, Tennessee)",Layer 7 Capital,,Georgia,f9b5b43d3e2acda27022ffd1e448cd4d,30303,total-server-solutions
53,TeamSnap,,101 - 250,47.577276,7,25.0,venture_c,Late Stage Venture,3.0,13186.0,crunchbase,Boulder,United States,US-West,,Mountain Desert,Foundry Group;Crawley Ventures;Fairfax Financial Holdings,,Colorado,bd4734f0dab851a3bc229ebdf57fc0ab,80302,teamsnap
54,Glance Networks,,51 - 100,6.152309,3,3.999999,venture_unknown,Late Stage Venture,,113078.0,crunchbase,Wakefield,United States,US-East,['Glance'],New England,,,Massachusetts,b8b577882164387b8a4c64fc8c7f7689,01880,glance
55,mySupermarket,,51 - 100,32.8,9,0.0,venture_unknown,Late Stage Venture,,12821.0,crunchbase,London,United Kingdom,UK&I,"['Dolphin', ' Dolphin Software']",,,,England,2ad3576e9738bbd54c04c27b90486e93,W1H 7AL,mysupermarket
56,Jifflenow,,101 - 250,15.0,3,9.0,venture_unknown,Late Stage Venture,3.0,1153346.0,crunchbase,San Jose,United States,US-West,,Northern California,Saama Capital;Accel;Sequoia Capital,,California,b2f07ec8d9c2b1756b52901882d6563c,95128,jiffle
57,Student.com,,101 - 250,70.0,3,10.0,venture_c,Late Stage Venture,3.0,109367.0,crunchbase,London,United Kingdom,UK&I,,,CITIC Capital Holdings;Expa;Vy Capital,,England,108f53d2590c87a3850b89959140740f,EC3A 7BR,student-com
58,YUPPTV,,51 - 100,57.5,3,50.0,venture_b,Early Stage Venture,1.0,20674.0,crunchbase,Alpharetta,United States,US-Central,,"Southeast (Alabama, Carolinas, Georgia, Tennessee)",Emerald Media,,Georgia,15e47a3ccbf931ed91e9f28e05c3101f,30004,yupptv
59,InMobi,,501 - 1000,320.6,7,0.0,venture_unknown,Late Stage Venture,1.0,51986.0,crunchbase,Bangalore,India,India,['InMobi Technologies'],,Lightbox,,Karnataka,ce5650c25e74259439e3043d07d7dff5,560103,inmobi
60,MUBI,,51 - 100,35.95363,8,0.0,venture_unknown,Late Stage Venture,1.0,17919.0,crunchbase,Brooklyn,United States,,,,Times Bridge,,New York,3cfa161b4631806aaaf58e5523aaf4b4,,mubi
61,BuildDirect,,101 - 250,138.360205,6,28.0,venture_d,Late Stage Venture,5.0,119922.0,crunchbase,Vancouver,Canada,Canada,,,Lyra Growth Partners;Beedie Capital Partners;Fidelity;Pelecanus Investments;Mohr Davidow Ventures,,British Columbia,23e10acd56b4a692c83504589fbfdb2f,V6B 5A1,builddirect
62,Lemonade,,101 - 250,480.0,7,2000.0,venture_d,Late Stage Venture,8.0,50053.0,crunchbase,New York,United States,US-East,,New York,Inventure Partners;OurCrowd;eBrands.vc;Allianz;SoftBank;General Catalyst;Thrive Capital;GV,,New York,1ebaa59b703575d2316de7b35b8a82ed,10004,lemonade
63,Voices.com,,51 - 100,21.293956,4,18.0,venture_unknown,Late Stage Venture,1.0,73215.0,crunchbase,London,Canada,Canada,,,Morgan Stanley Expansion Capital,,Ontario,356ccda8d59ef8012bddfa7f02eff442,N6A 5B6,voices
64,Presdo,,11 - 50,2.96,4,0.0,venture_unknown,Late Stage Venture,2.0,12931303.0,crunchbase,Mountain View,United States,US-West,,Northern California,UP2398;Elysium Venture Capital,,California,062b54c7071efc19a490f4ccdd9094e0,94043,presdo
65,Universal Music Group,,10001 - 1000000,0.0,1,0.0,venture_unknown,Late Stage Venture,1.0,85231.0,crunchbase,Santa Monica,United States,US-West,,Greater Los Angeles,Tencent Holdings,,California,16e2e2d4b6cd3695f3e17da753906d0b,90404,universal-music-group
66,Cortera,,101 - 250,578.284163,10,10.0,venture_b,Early Stage Venture,5.0,154070.0,crunchbase,Boca Raton,United States,US-Central,['eCredit'],Florida,TomorrowVentures;Allen & Company LLC;Hearst’s Financial Venture Fund;Battery Ventures;Volition Capital,,Florida,cc60c52da7b9c86d3605ba4dc85840e5,33431,cortera
67,INDOCHINO,,501 - 1000,88.0,6,30.0,venture_a,Early Stage Venture,1.0,77191.0,crunchbase,Vancouver,Canada,Canada,,,Dayang Group,,British Columbia,8dff968093a2307f60eb2e179bda0061,V6Z 1A1,indochino
68,Mind Candy,,11 - 50,35.648789,10,3.530517,venture_unknown,Late Stage Venture,1.0,2952194.0,crunchbase,London,United Kingdom,UK&I,,,Accel,,England,c868ce916508bbc28b4e8b2c1b0db2ec,EC2A 4DN,mind-candy
69,Aera Technology,,251 - 500,173.656544,8,80.0,venture_c,Late Stage Venture,3.0,430240.0,crunchbase,Mountain View,United States,US-West,"['FusionOps', 'Aera']",Northern California,NewView Capital;Georgian Partners;DFJ Growth,,California,4361b5e3697b325f63e71814d63b865f,94041,fusionops
70,NewsCred,,251 - 500,108.75,8,20.0,venture_unknown,Late Stage Venture,3.0,432685.0,crunchbase,New York,United States,US-East,,New York,Escalate Capital Partners;InterWest Partners;Dentsu,,New York,2f3b93177609443094fa79ce9a0aaa64,10016,newscred
71,Panorama,,101 - 250,6.159027,1,6.159027,venture_unknown,Late Stage Venture,,1821278.0,crunchbase,Toronto,Canada,Canada,,,,,Ontario,b6d520f85e00f0f6ea07d8419b049180,M4P 1G4,panorama
72,BioIQ,,51 - 100,41.428942,5,14.0,venture_unknown,Late Stage Venture,,2077890.0,crunchbase,Santa Barbara,United States,US-West,,Greater Los Angeles,,,California,741a334026411229ec42c2bd2ee2575e,93101,bioiq
73,Dstillery,,101 - 250,60.4,6,5.9,venture_d,Late Stage Venture,4.0,545879.0,crunchbase,New York,United States,US-East,,New York,Contour Venture Partners;Venrock;NewSpring;U.S. Venture Partners (USVP),,New York,6d35476a022b3d2b3b9fde77a3d6e2a8,10016,media6degrees
74,Lightfleet,,51 - 100,0.3275,1,0.3275,venture_unknown,Late Stage Venture,,15147988.0,crunchbase,Camas,United States,,,,,,Washington,f6b0d375514d1f1c3ccf73e062fac963,98607-7671,lightfleet
75,Jitterbit,,101 - 250,45.0,5,0.0,venture_unknown,Late Stage Venture,1.0,584646.0,crunchbase,Alameda,United States,US-West,,Northern California,Samsung Ventures,,California,26b80e0d299e49048e9328288136f766,94501,jitterbit
76,Votigo,,11 - 50,2.26,2,1.0,venture_b,Early Stage Venture,,34441026.0,crunchbase,Boulder,United States,US-West,,Mountain Desert,,,Colorado,cc4807eed8fc48781f7b0d9204744241,80301,votigo
77,GoodData,,251 - 500,115.554993,10,14.355,venture_unknown,Late Stage Venture,,414363.0,crunchbase,San Francisco,United States,US-West,,Northern California,,,California,11e04a6364c8dc2e9edaf0be453c8c8f,94104,good-data
78,TrustArc,,251 - 500,107.0,4,70.0,venture_d,Late Stage Venture,6.0,65371.0,crunchbase,San Francisco,United States,US-West,,Northern California,Accel;DAG Ventures;Bregal Sagemount;Industry Ventures;Icon Ventures;Baseline Ventures,,California,fee5dee0b742079891fd62c386a1160b,94103,truste
79,Karma Automotive,,501 - 1000,0.758798,1,0.758798,venture_unknown,Late Stage Venture,1.0,247611.0,crunchbase,Irvine,United States,US-West,,Pacific Southwest (Orange County and San Diego),Northern Lights Foundation,,California,61b02db00c41cb4f97bbdc6d98dd6044,92618,karma-automotive
80,DisputeSuite,,11 - 50,4.2,1,4.2,venture_a,Early Stage Venture,1.0,2528600.0,crunchbase,New Port Richey,United States,US-Central,,Florida,,"Cunningham, Scott",Florida,f23478300b569ddced0f1c97716ee97c,34652,disputesuite
81,Quividi,,11 - 50,1.418369,2,1.118369,venture_unknown,Late Stage Venture,,3097656.0,crunchbase,Paris,France,WEM,,,,,Ile-de-France,0f35b37fe18ff2c390a6d03f4344dc21,75009,quividi
82,PageUp,,101 - 250,10.0,2,0.0,venture_unknown,Late Stage Venture,1.0,6729.0,crunchbase,Melbourne,Australia,Oceania,['PageUp'],,Battery Ventures,,Victoria,081d90d1c682410ab42b015afe04e86f,3000,pageup-people
83,BrandYourself,,101 - 250,7.015,6,2.0,venture_a,Early Stage Venture,4.0,143573.0,crunchbase,New York,United States,US-East,,New York,Blossom Street Ventures;PROOF.VC;Pathfinder,"Pell, Barney",New York,e2b7bfca4878af0aeedc224a41f62078,10018,brandyourself
84,Prospection,,11 - 50,10.0,1,10.0,venture_a,Early Stage Venture,2.0,10503532.0,crunchbase,Quebec,Canada,Canada,,,Main Sequence Ventures;Horizons Ventures,,Quebec,835a24fec27698240f4d35fc81319cca,G1J 1Z6,prospection
85,Artesian Solutions,,51 - 100,15.865282,4,0.0,venture_unknown,Late Stage Venture,1.0,6882579.0,crunchbase,Winnersh,United Kingdom,UK&I,['Artesian'],,Octopus Ventures,,Wokingham,1facb267ede06b9ee154411c6384f393,RG41 5HE,artesian-solutions
86,SoundCloud,,251 - 500,542.820688,10,319.5,venture_f,Late Stage Venture,2.0,187.0,crunchbase,Berlin,Germany,GSA,,,Temasek Holdings;The Raine Group,,Berlin,19ca49d2abcc2aab5056b281800fbd4e,10115,soundcloud
87,Acronis,,1001 - 5000,158.0,2,1147.0,venture_unknown,Late Stage Venture,1.0,18277.0,crunchbase,Schaffhausen,Switzerland,GSA,['Acronis International'],,Goldman Sachs,,Schaffhausen,3a0c6a7e5484d3c1e42d08dbdd8ebc83,8200,acronis
88,Bambuser,,11 - 50,11.362672,4,1.51748,venture_unknown,Late Stage Venture,,1296741.0,crunchbase,Stockholm,Sweden,Nordics,"['Bambuser Ab', 'bambuser.com']",,,,Stockholms Lan,7b704250830886cf9a6edde320af6f0c,113 25,bambuser
89,Blueprint Software Systems,,101 - 250,53.2,4,0.0,venture_unknown,Late Stage Venture,1.0,1308629.0,crunchbase,Toronto,Canada,Canada,,,Vistara Capital Partners,,Ontario,88c9a4e2f0fcb23619b0191fac780c8d,M4P1A6,blueprint-software-systems
90,Samba Tech,,51 - 100,6.0,2,3.0,venture_a,Early Stage Venture,1.0,6297490.0,crunchbase,Belo Horizonte,Brazil,Latam South,,,,"Schincariol, José Augusto",Minas Gerais,72de596a4e58d1bae73ecefad4f21290,31310-260,samba-tech
91,Stardog,,11 - 50,20.3,4,9.0,venture_b,Early Stage Venture,4.0,1978757.0,crunchbase,Arlington,United States,US-East,,Mid-Atlantic,Grotech Ventures;Tenfore Holdings;Boulder Ventures;Core Capital Partners,,Virginia,b76dac89a8f8abe1c129f64bfe7fa3c1,22201,Stardog-Union
92,Sisense,,501 - 1000,274.0,6,1000.0,venture_f,Late Stage Venture,6.0,121194.0,crunchbase,New York,United States,US-East,,New York,Bessemer Venture Partners;Battery Ventures;Insight Partners;DFJ Growth;ClalTech;Access Industries,,New York,ffd6f48b1f7add43b087a0a1c1521a1b,10001,sisense
93,Jedox,,101 - 250,40.603952,5,24.72576,venture_unknown,Late Stage Venture,3.0,892673.0,crunchbase,Freiburg,Germany,GSA,,,Iris Capital;eCAPITAL ENTREPRENEURIAL PARTNERS;Wecken & Cie.,,Baden-Wurttemberg,b87d5e547f1d44a92339478ee0fac973,79098,jedox
94,Cleartrip,,251 - 500,56.4,6,0.0,venture_unknown,Late Stage Venture,1.0,5920.0,crunchbase,Mumbai,India,India,,,Lightbox,,Maharashtra,780f3cac86e53ecffda5b7dc226e262d,400012,cleartrip
95,University of Washington,,,87.53,6,17.53,venture_unknown,Late Stage Venture,,5716.0,crunchbase,Seattle,United States,,,,,,Washington,99228a79a265bd1e9fd6f060080e302a,98195-5852,university-of-washington
96,OTOY,,1 - 10,0.0,2,0.0,venture_unknown,Late Stage Venture,1.0,,crunchbase,Sherman Oaks,United States,US-West,,Greater Los Angeles,Chain Capital,,California,b489a07e75869b4c86c9e1f4730610ba,91423,otoy
97,NewSpring,,11 - 50,75.0,1,75.0,venture_b,Early Stage Venture,1.0,5309279.0,crunchbase,Radnor,United States,US-East,['NewSpring Capital'],Greater Philadelphia,17Capital LLP,,Pennsylvania,79e301b1678f8f16509beaa72d27edf8,19087,newspring-capital
98,Spire Global,,101 - 250,198.667504,10,40.0,venture_d,Late Stage Venture,8.0,778317.0,crunchbase,San Francisco,United States,US-West,['Nanosatisfi'],Northern California,Mitsui Global Investment;RRE Ventures;Expon Capital;GPO Fund;Seraphim Capital;Bessemer Venture Partners;Qualcomm Ventures;ITOCHU Corporation,,California,3682fe315eabff7eaf9320287d9eb028,94110,spire
99,ON24,,251 - 500,72.4,6,25.0,venture_unknown,Late Stage Venture,1.0,19448.0,crunchbase,San Francisco,United States,US-West,['ON24'],Northern California,Goldman Sachs,,California,0d58dcbb29e39bf98378cc086cb001c7,94103,on24
100,Converseon.AI,,51 - 100,7.5,2,5.0,venture_a,Early Stage Venture,,11422492.0,crunchbase,New York,United States,US-East,['Converseon'],New York,,,New York,75225adf29dd484960c96707b62ee162,10018,converseon
101,True Anthem,,11 - 50,8.576752,5,1.5,venture_unknown,Late Stage Venture,,3066516.0,crunchbase,San Francisco,United States,US-West,,Northern California,,,California,14c5b1f7b821b6ca0208ea4b3138bd37,94102,trueanthem
102,Rouxbe Cooking School,,11 - 50,8.069388,4,4.22,venture_c,Late Stage Venture,1.0,189170.0,crunchbase,Vancouver,Canada,Canada,['Rouxbe Cooking School'],,,"Potvin, Yves",British Columbia,b25d575be71020dbb2ed59f268d644e3,V5Y 0C3,rouxbe
103,Cherwell Software,,501 - 1000,234.211876,6,8.179109,venture_unknown,Late Stage Venture,,411437.0,crunchbase,Colorado Springs,United States,US-West,['Cherwell'],Mountain Desert,,,Colorado,24be1527bb8726d75f2a3a5150e5a27f,80908,cherwell-software
104,Minted,,251 - 500,297.1,6,208.0,venture_e,Late Stage Venture,2.0,17368.0,crunchbase,San Francisco,United States,US-West,,Northern California,T. Rowe Price;Permira,,California,25cce7d7f0ce73f0fcce851228be232e,94111,minted
