Unnamed: 0,CompanyName,RevenueRangeUSDm,NumberOfEmployees,TotalFundRaisedUSDm,NumberOfFundingRounds,CurrentValuationUSDm,RoundType,FundingStatus,NumberOfInvestors,GlobalTrafficRank,Source,City,Country,Area,AlsoKnownAs,EoYArea,InvestorsOrganization,InvestorsPerson,State,UID,ZipCode,permalink
14981,I-Fitness,,,0.0,1,0.0,venture_a,Early Stage Venture,2.0,1365528.0,crunchbase,Shanghai,China,Greater China,,,Ivy Capital;Agile Fund,,Shanghai,be6e195b5e554ba695c47aea6977ccd8,,i-fitness
14982,Metaboards,,11 - 50,5.0,1,5.0,venture_a,Early Stage Venture,3.0,18857861.0,crunchbase,Oxford,United Kingdom,UK&I,,,Woodford Investment Management;Rt Capital Management;Oxford Sciences Innovation,,Oxfordshire,007d658b9f2c48ee9eafa99aa64014cf,OX1 1HU,metaboards
14983,MIRROR,,,74.75,4,34.0,venture_b,Early Stage Venture,8.0,86790.0,crunchbase,New York,United States,,['Curiouser Products '],,LionTree Partners;Lululemon;Spark Capital;Point72 Ventures;Lerer Hippeau,"Huvane, Kevin;Kloss, Karlie;Lockshin, Steve",New York,f36b6e3fab5d4755b6f2012cb747439a,,mirror-439a
14984,Gitty,,1 - 10,2.0,2,1.5,venture_a,Early Stage Venture,,,crunchbase,Austin,United States,US-West,,Central Texas,,,Texas,e16b804d5f304ed4849feb550b5a0e90,78705,gitty
14985,Just,,101 - 250,220.0,6,750.0,venture_d,Late Stage Venture,,3981588.0,crunchbase,San Francisco,United States,US-West,['Hampton Creek '],Northern California,,,California,8b85645fd31f4852b75d59ec490ca7b9,94110,just-inc
14986,xtraCHEF,,11 - 50,10.5,2,7.5,venture_a,Early Stage Venture,3.0,1065603.0,crunchbase,New York,United States,US-East,,Greater Philadelphia,MVP Capital;Laconia;ValueStream Ventures,,New York,016321a5d291480a8e14624011a5b997,19017,xtrachef
14987,OncoQuest,,,19.03,2,6.03,venture_unknown,Late Stage Venture,1.0,15069683.0,crunchbase,Edmonton,Canada,Canada,,,Hepalink,,Alberta,f56932e18b5a4d81bfdd7537c943fadf,T6E 6S4,oncoquest
14988,SnapClarity,,1 - 10,1.5,2,0.0,venture_unknown,Late Stage Venture,1.0,15568313.0,crunchbase,Kanata,Canada,Canada,,,Relentless Pursuit Partners,,Ontario,0001a8cc0cdc4a30b4d3da1b425069e1,K2M 0J1,snapclarity
14989,FUSION Foundation,,11 - 50,110.0,2,0.0,venture_unknown,Late Stage Venture,1.0,2348008.0,crunchbase,Singapore,Singapore,Asean,,,BlockWater Management,,Central Region,24ecbec39fb74101b030acda69d215c3,,fusion-foundation
14990,Xoc Pharmaceuticals,,,30.0,1,30.0,venture_a,Early Stage Venture,1.0,25048730.0,crunchbase,Los Gatos,United States,US-West,,Northern California,New Enterprise Associates,,California,47863de84b5b4531a2b239e983e13bae,95032,xoc-pharmaceuticals
14991,Another Brain,,11 - 50,37.192201,3,20.777448,venture_a,Early Stage Venture,2.0,3297783.0,crunchbase,Paris,France,WEM,,,Daphni;Alpha Intelligence Capital,,Ile-de-France,7485ebc3d5f544d39244628150dcbced,75002,another-brain
14992,Pharmaceutical Management Agency (PHARMAC),,101 - 250,0.0,1,0.0,venture_unknown,Late Stage Venture,,956772.0,crunchbase,Wellington,New Zealand,Oceania,,,,,Wellington,b546443cf5b24abd95bc5b12598f8968,6011,pharmac
14993,Joveo,,51 - 100,5.0,1,5.0,venture_a,Early Stage Venture,1.0,224895.0,crunchbase,Redwood City,United States,US-West,,Northern California,Nexus Venture Partners,,California,cbf4908ede1140439529cc3aec8baf7a,94062,joveo
14994,Conelec Electronic Manufacturing,,51 - 100,7.3,3,2.0,venture_unknown,Late Stage Venture,,,crunchbase,Florida,United States,US-Central,,Florida,,,New York,fe6e5bfbaa424b26afa18aca8d8de3e8,32724,conelec-electronic-manufacturing
14995,Advance International,,1 - 10,3.683004,2,1.683,venture_unknown,Late Stage Venture,,31301833.0,crunchbase,Livermore,United States,US-West,,Northern California,,,California,c511b65da778442891f51f864baa8ef0,94551,advance-international
14996,Nanox Imaging,,11 - 50,26.0,1,26.0,venture_unknown,Late Stage Venture,3.0,3004010.0,crunchbase,Gibraltar,Gibraltar,UK&I,,,FUJIFILM;SK Telecom;Foxconn Technology Group,,Gibraltar,8160379beded42809d7df463663adc83,111AA,nanox-imaging
14997,Canary Speech,,11 - 50,0.575,1,0.575,venture_unknown,Late Stage Venture,,20194010.0,crunchbase,Provo,United States,US-West,,"Utah Region (Utah, Idaho and Wyoming)",,,Utah,e556d2dbca4243f28d008fdf3b62fabc,84604,canary-speech
14998,VividGro,,,2.4,2,2.4,venture_unknown,Late Stage Venture,,3651530.0,crunchbase,West Warwick,United States,US-East,,New England,,,Rhode Island,7f211c3106e247a7bf0b8f81fe697d39,02893,vividgro
14999,Team Vitality,,,41.242447,3,15.472092000000002,venture_unknown,Late Stage Venture,1.0,535048.0,crunchbase,Paris,France,WEM,,,Rewired.GG,,Ile-de-France,08f0de02daa74f809532d7bd0b18dea2,75003,team-vitality
15000,Provino Technologies,,,10.499992,2,8.0,venture_a,Early Stage Venture,1.0,5784933.0,crunchbase,Santa Clara,United States,US-West,,Northern California,Dell Technologies Capital,,California,22caf4177dff402da81af1f8096be2a4,95054,provino-technologies
15001,Wanda Film,,,1241.346383,1,9720.697063,venture_unknown,Late Stage Venture,1.0,,crunchbase,Beijing,China,Greater China,,,Alibaba Group,,Beijing,37e724fb94e84bf9a431044352574cbb,,wanda-film
15002,Commsat,,101 - 250,30.369881,5,14.369881,venture_a,Early Stage Venture,3.0,16739183.0,crunchbase,Beijing,China,Greater China,"['九天微星', 'Jiutian Weixing']",,SkyChee Ventures;COSCO Shipping;Junzi Capital Engineering,,Beijing,f8be1144f21b4c2da0633a42c65cefc2,100000,commsat
15003,Yes Skin Care Center,,,0.0,1,0.0,venture_a,Early Stage Venture,1.0,,crunchbase,Hangzhou,China,Greater China,,,Sinopharm Group,,Zhejiang,de9a5d17984e4c778f0a3090dc3be4db,,yes-skin-care-center
15004,Manmanda,,51 - 100,0.0,1,0.0,venture_a,Early Stage Venture,1.0,,crunchbase,Hangzhou,China,Greater China,['漫漫哒'],,Zhejiang Provincial Financial Holdings,,Zhejiang,7387ab2eb6034297b03326f354207952,,manmanda
15005,BBT,,,0.0,1,0.0,venture_a,Early Stage Venture,,,crunchbase,Hong Kong,Hong Kong,Greater China,,,,,Hong Kong Island,0a08c12e4a1840b7b21a55de9b3b0b70,,bbt
15006,Bottega,,11 - 50,4.153025,5,50.8,venture_a,Early Stage Venture,,2581769.0,crunchbase,Lehi,United States,US-West,,"Utah Region (Utah, Idaho and Wyoming)",,,Utah,11769f49ee744bb69220bffd20045acf,84043,bottega-5acf
15007,Macquarie Infrastructure and Real Asset,,,77.97179799999998,1,77.97179799999998,venture_unknown,Late Stage Venture,1.0,4415128.0,crunchbase,Melbourne,Australia,Oceania,,,Clean Energy Finance Corporation,,Victoria,d1b6c71db01249c4b2c464a2e417bd68, 3000,macquarie-infrastructure-and-real-assets-division
15008,Hxperience,,11 - 50,1.864239,2,1.7332740000000002,venture_unknown,Late Stage Venture,1.0,14816275.0,crunchbase,Paris,France,WEM,,,Axeleo,,Ile-de-France,82f53714558a4f3e84844830a4916215,75015,hxperience
15009,Sheerly Genius,,1 - 10,0.12,2,0.0,venture_a,Early Stage Venture,1.0,196701.0,crunchbase,Toronto,Canada,Canada,['Sheertex'],,ArcTern Ventures,,Ontario,790fa90a5f4f49bd8d2995631d0a4586,,sheerly-genius
15010,Platform.sh,,101 - 250,47.3,4,34.0,venture_c,Late Stage Venture,5.0,404428.0,crunchbase,Paris,France,WEM,,,Idinvest Partners;Partech;Hi Inov - Dentressangle;Benhamou Global Ventures;SNCF Digital Ventures,,Ile-de-France,c8ac5cb40927446e94598dda696b3e3d,75002,platform-sh
15011,Axinan,,1 - 10,0.0,1,0.0,venture_a,Early Stage Venture,2.0,729374.0,crunchbase,Singapore,Singapore,Asean,,,Openspace Ventures;Linear Venture,,Central Region,2ec1eafd46ed4787814f29e17bc6d049,,axinan
15012,Ionic Materials,,11 - 50,65.0,2,0.0,venture_c,Late Stage Venture,1.0,4017929.0,crunchbase,Woburn,United States,,,,Franklin Templeton Investments,,Massachusetts,deaf01b9b70748ea8dd5a0b5c35bba07,,ionic-materials
15013,Nanofactory,,1 - 10,2.03058,1,2.03058,venture_unknown,Late Stage Venture,,,crunchbase,Cupertino,United States,US-West,,Northern California,,,California,25726da974c34d3f8c41819de0598502,95014,nanofactory
15014,Aclaimant,,11 - 50,2.956181,2,0.0,venture_unknown,Late Stage Venture,1.0,4489489.0,crunchbase,Chicago,United States,US-Central,,Midwest,Moderne Ventures,,Illinois,cd0a14ae86bf40fcad572da86e1744ea,60654,aclaimant
15015,Maas Energy Holdings,,,1.313499,1,1.313499,venture_unknown,Late Stage Venture,,23776613.0,crunchbase,Redding,United States,US-West,,Northern California,,,California,7db065a4ec864d2abfc102b4b58aedcc,96002,maas-energy-holdings
15016,Volt,,,0.0,1,0.0,venture_unknown,Late Stage Venture,1.0,30027393.0,crunchbase,Istanbul,Turkey,CESA,,,Vestel Ventures,,Istanbul,13838de14dd54c6da97c2dc1cba2625b,,volt-625b
15017,Veterinary Prime,,,4.283399,1,4.283399,venture_unknown,Late Stage Venture,,,crunchbase,Newyork,United Kingdom,UK&I,,,,,Argyll and Bute,33da49b84eec44bc966b61c91daf31ec,10022,veterinary-prime
15018,Havix Group,,,2.475,2,0.6,venture_unknown,Late Stage Venture,,,crunchbase,Hoschton,United States,US-Central,,"Southeast (Alabama, Carolinas, Georgia, Tennessee)",,,Georgia,9d330399d7e64954ba682de613c31c03,30548,havix-group
15019,Attentive,,101 - 250,123.0,4,70.0,venture_c,Late Stage Venture,4.0,702853.0,crunchbase,New York,United States,US-East,['Attentive Mobile'],New York,IVP (Institutional Venture Partners);Eniac Ventures;NextView Ventures;Sequoia Capital,,New York,2b5f92f934c847cf899d611e2ec6d75e,10010,attentive
15020,Nebula Genomics,,,4.3,2,4.3,venture_a,Early Stage Venture,12.0,607208.0,crunchbase,San Francisco,United States,US-West,,Northern California,Great Point Partners;Mirae Asset Global Investments;F-Prime Capital;Xfund;Hemi Ventures;ARCH Venture Partners;Fenbushi Capital;Mayfield Fund;Windham Venture Partners;Hikma Ventures;Heartbeat Labs;Khosla Ventures,,California,2ec9b288844d4f4d8bafadf531a70ba7,94103,nebula-genomics
15021,Aisera,,11 - 50,20.0,1,20.0,venture_b,Early Stage Venture,7.0,4765303.0,crunchbase,Palo Alto,United States,US-West,,Northern California,Khosla Ventures;Norwest Venture Partners;Webb Investment Network;True Ventures;Menlo Ventures;First Round Capital,"Shriram, Ram",California,d91f71a55cbd49f7b5e1694fee7aca8a,94303,aisera
15022,Astound,,11 - 50,27.0,2,15.5,venture_b,Early Stage Venture,6.0,6371390.0,crunchbase,Menlo Park,United States,US-West,['Neva'],Northern California,Slack Fund;Moment Ventures;Vertex US;March Capital Partners;Vertex Ventures;Pelion Venture Partners,,California,184b12e3651046e6a0b33c917031ad60,94025,astound-ai
15023,Jungle Creations,,101 - 250,3.860522,1,3.860522,venture_a,Early Stage Venture,1.0,2496953.0,crunchbase,London,United Kingdom,UK&I,,,Edge Investments,,England,2e45b897ac394adda4b76417f7d135e9,E1 1RH,jungle-creations
15024,Zucara Therapeutics,,1 - 10,4.319,4,3.9,venture_unknown,Late Stage Venture,1.0,21870447.0,crunchbase,Vancouver,Canada,Canada,,,The Leona M. and Harry B. Helmsley Charitable Trust,,British Columbia,b787d912293843a5ae868deb3a2deb4c,V6T 1Z3,zucara-therapeutics
15025,Emmersion Learning,,11 - 50,3.0,2,2.4,venture_a,Early Stage Venture,1.0,19385809.0,crunchbase,Lehi,United States,US-West,,"Utah Region (Utah, Idaho and Wyoming)",Imagen Capital Partners,,Utah,f5b79885fb7c4335ad5c525b494cdee0,84003,emmersion-learning
15026,Millennium Blockchain,,,5.0,1,5.0,venture_unknown,Late Stage Venture,,,crunchbase,Las Vegas,United States,US-West,,Greater Los Angeles,,,Nevada,a16ff5cdf0a14f28afe1e30969373025,89135,millennium-blockchain
15027,Innocare,,251 - 500,215.0,2,55.0,venture_unknown,Late Stage Venture,2.0,6049382.0,crunchbase,Changping,China,Greater China,"['Nuocheng Jianhua', '诺诚健华', '北京诺诚健华医药科技有限公司']",,Vivo Capital;CCB International,,Beijing,eaa39d63a6a945caaafe0042cb9e2a68, 100084,innocare
15028,Dazed Media,,,0.0,1,0.0,venture_unknown,Late Stage Venture,2.0,10543146.0,crunchbase,London,United Kingdom,UK&I,,,C Ventures,"Cheng, Adrian",England,c91d808bbd5a41878822425123a3f936,WC2R 3DA,dazed-media
15029,JapanTaxi,,,117.187427,5,9.806508,venture_unknown,Late Stage Venture,1.0,1294704.0,crunchbase,Tokyo,Japan,Japan,['Nikko Data Service'],,Mirai Creation Fund,,Tokyo,ed07118823204e8f93fb4e41ae798074,102-0094,japantaxi
15030,Human Unlimited,,,1.115,1,1.115,venture_unknown,Late Stage Venture,,634407.0,crunchbase,Akron,United States,US-Central,,East Central,,,Ohio,b5d24942c1104ae281abfd64ae911a78,44313,human-unlimited-1a78
15031,Jio Health,,,7.72602,2,5.0,venture_a,Early Stage Venture,1.0,1460073.0,crunchbase,Irvine,United States,US-West,['Rai and Rohl Technologies'],Pacific Southwest (Orange County and San Diego),Monk’s Hill Ventures,,California,fd84c555be384c66a1fee9d016b33f17,92618,jio-health
15032,Closer Mobile,,,1.350107,2,1.025001,venture_unknown,Late Stage Venture,,,crunchbase,Seattle,United States,US-West,,Pacific Northwest,,,Washington,3213ea327fba493489661a9689d7d98d,98104,closer-mobile
15033,Farasis Energy,,1001 - 5000,790.0,1,790.0,venture_c,Late Stage Venture,3.0,5388614.0,crunchbase,Hayward,United States,US-West,,Northern California,Soochow Asset Management Co.;Industrial Bank;China Venture Capital,,California,3c03ab5703d54394b0f1353c317e568c,94545,farasis-energy
15034,Haogongpin,,,31.0,2,16.0,venture_a,Early Stage Venture,1.0,,crunchbase,Hangzhou,China,Greater China,,,Eastern Bell Capital,,Zhejiang,ce8ff490c00447eb866d57998d5ee940,,haogongpin
15035,Tanzhou Education,,,10.0,1,10.0,venture_a,Early Stage Venture,2.0,106154.0,crunchbase,Hunan,China,Greater China,,,Haier Financial Holdings;Changsha Lugu Hi-Tech Mobile Internet Venture Capital,,Fujian,3b12046e047a4c22b705c22359b21e86,,tanzhou-education
15036,DJ ChengYi,,,0.0,2,0.0,venture_a,Early Stage Venture,2.0,,crunchbase,Beijing,China,Greater China,['Cheng Yi Radio'],,Sequoia Capital China;Plum Ventures,,Beijing,a4330848b3f7462386f8579b6cc0c54e,,dj-chengyi
15037,Yunxi Technology,,,94.06115,5,49.53507800000001,venture_b,Early Stage Venture,4.0,1247453.0,crunchbase,Hangzhou,China,Greater China,"['云徙', '云徙科技有限公司']",,China Capital Investment Group;Sequoia Capital China;Xianghe Capital;Oriza Prior,,Zhejiang,88cdc47810c24f1bae1a2faa13c7b8b2,510700,yunxi-technology
15038,Sphyrna,,,0.0,1,0.0,venture_a,Early Stage Venture,1.0,,crunchbase,Beijing,China,Greater China,,,National SME Development Fund,,Beijing,268082d87bfa4636815502a8af3e42bb,,sphyrna
15039,Righton,,,0.0,3,0.0,venture_b,Early Stage Venture,1.0,19118161.0,crunchbase,Shanghai,China,Greater China,,,Cathay Capital Private Equity,,Shanghai,6c5b67b37f5c40538481ea7c74263cf9,,righton
15040,Luma Delikatessen,,,0.0,2,0.0,venture_a,Early Stage Venture,,851573.0,crunchbase,Neuhausen Am Rheinfall,Switzerland,GSA,,,,,Schaffhausen,c599fe3fe1f548cf9abdd97eb7a50db9,8212,luma-delikatessen
15041,The Org,,1 - 10,11.1,3,8.5,venture_a,Early Stage Venture,4.0,685792.0,crunchbase,New York,United States,US-East,,New York,Balderton Capital;Sequoia Capital;Abstract Ventures;Founders Fund,,New York,0750658029bb45509dff51b9184d7954,10012,the-org
15042,Elucid mHealth,,1 - 10,1.891999,2,1.891999,venture_a,Early Stage Venture,2.0,23276797.0,crunchbase,Manchester,United Kingdom,UK&I,,,Catapult Ventures;GM&C Life Sciences Fund,,Manchester,0f4d23106bde4958a0bdb75313f10159,M3 3JE,elucid-mhealth
15043,BlockFi,,51 - 100,108.681673,6,30.0,venture_b,Early Stage Venture,12.0,134444.0,crunchbase,Manhattan,United States,US-East,['BlockFi'],New York,Morgan Creek Digital;Valar Ventures;Akuna Capital;Winklevoss capital;Castle Island Ventures;Arrington XRP Capital;HashKey Capital;Purple Arch Ventures;Kenetic;CMT Digital Ventures LLC;PJC;Avon Ventures,,New York,9d70a647409b47af812ac0ff49b66cd5,10007,blockfi-inc
15044,Cyberlitica,,11 - 50,0.0,1,0.0,venture_a,Early Stage Venture,,,crunchbase,New York,United States,US-East,['Cyberlitica'],New York,,,New York,7b3912cb44954715aa04387b380e59e9,10017,iphish
15045,Vivoo,,1 - 10,2.1085,5,0.0,venture_unknown,Late Stage Venture,,2599576.0,crunchbase,San Francisco,United States,US-West,,Northern California,,,California,64c88fda187c49b2ad1d20880d1e3de9,94105,vivooapp
15046,Studeal,,1 - 10,1.83765,1,1.83765,venture_unknown,Late Stage Venture,3.0,2351041.0,crunchbase,Nice,France,WEM,,,Bpifrance;Macif Innovation;Caisse d’Epargne,,Provence-Alpes-Cote d'Azur,2c9733e81f564827b362b9cc96431561,,studeal
15047,24SevenFinans,,,0.0,1,0.0,venture_unknown,Late Stage Venture,1.0,,crunchbase,Oslo,Norway,Nordics,,,Collector Bank,,Oslo,c0f648b393834a9f8165e7a526cb8b9f,0252 ,24sevenfinans
15048,Oriente,,1001 - 5000,125.0,3,105.0,venture_a,Early Stage Venture,4.0,527824.0,crunchbase,Central,Hong Kong,Greater China,,,JG Summit Holdings;Sinar Mas Digital Ventures;Berjaya,"Tluszcz, Mark",Hong Kong Island,8a40e684cd80496cbcffdef9a91bcc5b,,oriente
15049,ImmunOs Therapeutics,,,15.235015,1,15.235015,venture_a,Early Stage Venture,8.0,,crunchbase,Schlieren,Switzerland,GSA,,,Pfizer Venture Investments;Wille Finance;Bernina BioInvest;BioMedPartners;Redalpine;Schroder Adveq,"Vasella, Daniel;Ambros, Reinhard",Zurich,bac25c8154694d2c8cc92ae285ba6473,8952 ,immunos-therapeutics
15050,Hemster,,,4.0,3,4.0,venture_a,Early Stage Venture,6.0,2735082.0,crunchbase,San Francisco,United States,US-West,,Northern California,The Fund;Hustle Fund;FJ Labs;Bullpen Capital;Oyster Ventures;Republic Labs,,California,fb9ceed31cb94fa3872978552ab423e9,94103,hemster
15051,Warung Pintar,,251 - 500,35.5,3,27.5,venture_a,Early Stage Venture,11.0,871152.0,crunchbase,Jakarta,Indonesia,Asean,['PT. Warung Pintar Sekali'],,Triputra Group;OVO Fund;Pavilion Capital;Digital Garage;SMDV;LINE Ventures;EV Growth;Agaeti Venture Capital;Vertex Ventures;Vertex Ventures Southeast Asia & India,"Yang, Jerry",Jakarta Raya,9ccad7d932c6473da7632df6e722d16a,,warung-pintar
15052,B.Grimm,,1001 - 5000,292.7,2,57.7,venture_unknown,Late Stage Venture,1.0,4413911.0,crunchbase,Bangkok,Thailand,Asean,,,Asian Development Bank,,Krung Thep,87d21c323fea429691fa8a799196b7c0,10240,thai-conglomerate-b-grimm
15053,Intelocate,,11 - 50,0.0,2,0.0,venture_unknown,Late Stage Venture,1.0,32682509.0,crunchbase,Toronto,Canada,Canada,,,Good News Ventures,,Ontario,1e3dfd15729b42bba8c25b8ea9261b89,M5T 2C6,intelocate
15054,Fuel For Fire,,1 - 10,2.961986,4,0.463145,venture_unknown,Late Stage Venture,,5379530.0,crunchbase,Natick,United States,,,,,,Massachusetts,e7058ed3f25a437da4738176755656e4,,fuel-for-fire
15055,Afresh Technologies,,11 - 50,7.8,2,6.1,venture_a,Early Stage Venture,2.0,1585523.0,crunchbase,San Francisco,United States,US-West,['Afresh'],Northern California,Innovation Endeavors;Baseline Ventures,,California,a016a0c96c924c919c9cef8ae4e38f28,94107,afresh-technologies
15056,AMR Centre,,11 - 50,3.038871,2,0.0,venture_unknown,Late Stage Venture,2.0,16058519.0,crunchbase,Alderley Park,United Kingdom,UK&I,['The UK R&D Centre for Antimicrobial Resistance'],,Catapult Ventures;GM&C Life Sciences Fund,,Cheshire,795c753b15b84c5288bf6e5a4ffbc241,,amr-centre
15057,Biorelate,,11 - 50,1.063422,2,0.921691,venture_unknown,Late Stage Venture,3.0,17551486.0,crunchbase,Oldham,United Kingdom,UK&I,,,GM&C Life Sciences Fund;NPIF Maven Equity Finance;Manchester Tech Trust Angels,,Oldham,81263d8a6eac4654b1e5fd801f9ccfdf,OL1 1TE,biorelate
15058,SurgaColl,,,6.685028999999999,2,4.188125,venture_a,Early Stage Venture,3.0,,crunchbase,Dublin,Ireland,UK&I,,,Enterprise Equity;GM&C Life Sciences Fund;Julz,,Dublin,e58be4e7e3914a479fd2884fba9a6bac,,surgacoll
15059,DZ-4,,11 - 50,8.574658,2,8.574658,venture_b,Early Stage Venture,1.0,1026019.0,crunchbase,Hamburg,Germany,GSA,,,EnBW New Ventures,,Hamburg,9db163589f0945dc9089722c941136d2,22761,dz-4
15060,Apex Molecular,,11 - 50,0.317688,2,0.0,venture_unknown,Late Stage Venture,4.0,7130574.0,crunchbase,Alderley Park,United Kingdom,UK&I,['yprotech'],,GM&C Life Sciences Fund;Acceleris Capital;Catapult Ventures;Seneca Partners,,Cheshire,75a84697035f4117926d408ff66058d9,SK10 4TG,apex-molecular
15061,Bumped,,11 - 50,19.6,2,17.1,venture_a,Early Stage Venture,4.0,2626543.0,crunchbase,Portland,United States,,,,Oregon Venture Fund;Commerce Ventures;Canaan Partners;Peninsula Ventures,,Oregon,0416313058454d61ad8c952093c83717,,bumped
15062,InnovaFeed,,101 - 250,63.921074,4,45.28401,venture_unknown,Late Stage Venture,1.0,3440163.0,crunchbase,Paris,France,WEM,,,Creadev,,Ile-de-France,746d1183a9ae425c86d022da8d62187b,75010,innovafeed
15063,Quit Genius,,11 - 50,2.6,2,0.0,venture_unknown,Late Stage Venture,1.0,1333817.0,crunchbase,San Francisco,United States,,,,Wayra,,California,cad22802ac6b4e71985cbdd9795f87bd,,quit-genius-87bd
15064,Religion of Sports,,,3.0,1,3.0,venture_unknown,Late Stage Venture,2.0,4520125.0,crunchbase,Santa Monica,United States,,,,Courtside Ventures;Advancit Capital,,California,146348cae4e841d1934d3848a98b8ae8,,religion-of-sports
15065,Ditto,,,5.5397440000000016,1,5.5397440000000016,venture_unknown,Late Stage Venture,2.0,28381084.0,crunchbase,Manchester,United Kingdom,UK&I,,,Parkwalk Advisors;IP Group Plc,,Manchester,7048ee1fdcf24394a33b218e7d56f1b0,M4 6WX,ditto-f1b0
15066,Ren,,11 - 50,34.0,2,0.0,venture_unknown,Late Stage Venture,1.0,1878787.0,crunchbase,Singapore,Singapore,Asean,"['Republic Protocol', 'Ren Project', 'Ren Protocol']",,BlockVC,,Central Region,d2c97dc3d54a498e960594a857644914,,republic-protocol
15067,EnergyX,,1 - 10,1.6804310000000002,3,0.380431,venture_unknown,Late Stage Venture,1.0,11612314.0,crunchbase,Toronto,Canada,Canada,,,MaRS Investment Accelerator Fund,,Ontario,2052a5f0a685437f84d725bade15aafe,M5H 1K5,energyx
15068,SteriLux,,,2.925735,4,1.816045,venture_unknown,Late Stage Venture,1.0,22045276.0,crunchbase,Prilly,Switzerland,GSA,,,One Creation,,Vaud,97d77c7b92c34843b43bfbbf1558bc03,CH-1008,sterilux
15069,Xanview,,,0.0,3,0.0,venture_unknown,Late Stage Venture,1.0,14548143.0,crunchbase,London,United Kingdom,UK&I,,,Bloc Ventures,,England,a347f04ea58d4791b864d0aa682939b1,SW19 3NW,xanview
15070,Neuberger Berman Loan Advisers Holdings (Cayman),,,18.5,1,18.5,venture_unknown,Late Stage Venture,,,crunchbase,Chicago,United States,US-Central,['Neuberger Berman Loan Advisers Holdings (Cayman)'],Midwest,,,Illinois,c900bdbb808c42fe83672889e9e44cbb,60603,neuberger-berman-loan-advisers-holdings-cayman
15071,Omata,,,1.861876,1,1.861876,venture_unknown,Late Stage Venture,,6532622.0,crunchbase,Venice,United States,US-West,,Greater Los Angeles,,,California,60c73e4e2c044fc19eb819e9d37d2363,90291,omata
15072,Crafted Exports,,1 - 10,1.481904,1,1.481904,venture_unknown,Late Stage Venture,,,crunchbase,New York,United States,,,,,,New York,c7ab01e122634011959b29cc4d99c3fe,,crafted-exports
15073,Shiplify,,1 - 10,1.40946,1,1.40946,venture_unknown,Late Stage Venture,,,crunchbase,Atlanta,United States,,,,,,Georgia,9ba8de6672474d00ae6130ed050f1c04,,shiplify
15074,Moovaz,,11 - 50,1.0,3,0.0,venture_a,Early Stage Venture,2.0,2459606.0,crunchbase,Singapore,Singapore,Asean,,,Supply Chain Angels;SGInnovate,,Central Region,61c8ffa43a014f969446f502b91fa0d3,,moovaz
15075,Evosep,,,0.0,1,0.0,venture_unknown,Late Stage Venture,1.0,18232601.0,crunchbase,Odense,Denmark,Nordics,,,Vaekstfonden,,Syddanmark,7c3d303527c043cc9a9eb74c97e5f671,DK-5000,evosep
15076,FreeSense,,,0.0,2,0.0,venture_unknown,Late Stage Venture,1.0,20424628.0,crunchbase,Copenhagen,Denmark,Nordics,,,Vaekstfonden,,Hovedstaden,1cc7f6d95a6e4b63b8747210b42e1329,2200,freesense
15077,Tentoma,,,0.0,1,0.0,venture_unknown,Late Stage Venture,1.0,16589351.0,crunchbase,Broager,Denmark,Nordics,,,Vaekstfonden,,Syddanmark,f9a498b8793c432aba091d655760ffe6,,tentoma
15078,280 CapMarkets,,11 - 50,17.6,3,7.1,venture_unknown,Late Stage Venture,,7282875.0,crunchbase,San Francisco,United States,,,,,,California,4a45c7d860854d3b817b37c0e912e21e,,280-capmarkets
15079,Bird,,501 - 1000,623.0,6,75.0,venture_d,Late Stage Venture,4.0,155670.0,crunchbase,Santa Monica,United States,US-West,['Bird Rides'],Greater Los Angeles,Idinvest Partners;Target Global;signals Venture Capital;Team Europe,,California,5915fd6ab0bc40389a93e9c6740d937b,90401,bird
15080,Phyn,,11 - 50,22.0,2,10.0,venture_unknown,Late Stage Venture,1.0,1414531.0,crunchbase,Torrance,United States,,,,Uponor,,California,c8c35f63024c492ab122b5ececa53dbc,,phyn
15081,Diatly,,11 - 50,2.470768,1,2.470768,venture_unknown,Late Stage Venture,4.0,2197761.0,crunchbase,Paris,France,WEM,,,Courtin Investment;Breega;M Capital Partners;Day One Entrepreneurs & Partners,,Ile-de-France,45dbee176b8d42ba825c33a56b04a5de,75002,diatly
15082,Ubiquity6,,11 - 50,37.5,3,27.0,venture_b,Early Stage Venture,3.0,1952847.0,crunchbase,San Francisco,United States,,,,LDV Partners;Index Ventures;Benchmark,,California,dcad25ff93e94c6f95b3b45b4aee2339,,ubiquity6
15083,Infinia ML,,11 - 50,10.0,1,10.0,venture_unknown,Late Stage Venture,1.0,6131660.0,crunchbase,Durham,United States,US-Central,,"Southeast (Alabama, Carolinas, Georgia, Tennessee)",Carrick Capital Partners,,North Carolina,1cd6416c246b463fb2d9db7d7be1e39a,27612,infinia-ml
15084,reacHIRE,,1 - 10,2.5,1,2.5,venture_unknown,Late Stage Venture,,3583442.0,crunchbase,Concord,United States,US-East,,New England,,,Massachusetts,804bce60716d44be9f14963cf3ce35ad,01742,reachire
15085,ITF Corporation,,51 - 100,0.0,1,120.0,venture_a,Early Stage Venture,,6763567.0,crunchbase,Cyberport,Hong Kong,Greater China,,,,,Hong Kong Island,f7ac2c31fbeb4ec2a08e8aa688854e62,,itf-corporation
